file	variable_name	shape	example_values	possible_role
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.477844; max=201.477844; examples=[201.47784385998733]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.01654876; max=0.01654876; examples=[0.01654876000015065]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=292938.742; max=292938.742; examples=[292938.7423903]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.01654876; max=0.01654876; examples=[0.01654876000015065]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=292727.904; max=292938.738; examples=[292727.9044426, 292728.8410297, 292729.7780996, 292730.7156831, 292731.6520095]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=292938.742; examples=[292727.9121774, 0.0, 1.0, 292727.9208173, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.01654876; max=0.01654876; examples=[0.01654876000015065]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.82979; max=210.82979; examples=[210.8297903999919]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12740; max=12740; examples=[12740]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	vbl	12718x3	dtype=float64; min=0; max=292938.742; examples=[292727.9121774, 0.0, 1.0, 292727.9208173, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random_record_SUBC035.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016595936; max=0.016595936; examples=[0.016595936000230724]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=171629.086; max=171839.92; examples=[171629.0861404, 171630.0228425, 171630.9597604, 171631.8968473, 171632.8338457]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-38-32_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=171839.934; examples=[171629.0922802, 0.0, 1.0, 171629.1047168, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-42-33_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.016573608; max=0.016573608; examples=[0.016573608000180685]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-42-33_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=171870.578; max=172081.411; examples=[171870.5780517, 171871.5150312, 171872.4518334, 171873.3889042, 171874.3258031]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-42-33_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=172081.419; examples=[171870.5841137, 0.0, 1.0, 171870.6095399, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-47-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.01659542; max=0.01659542; examples=[0.01659542000037618]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-47-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=172166.759; max=172377.591; examples=[172166.7588377, 172167.6954769, 172168.6325401, 172169.5695692, 172170.5064689]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-47-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=172377.6; examples=[172166.7660994, 0.0, 1.0, 172166.7904573, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-51-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016548696; max=0.016548696; examples=[0.0165486960002454]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-51-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=172406.433; max=172617.265; examples=[172406.4326637, 172407.3694116, 172408.3062991, 172409.2434104, 172410.1803698]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/August-30-2024_ 9-51-29_AM__scan_info_for_subject_SUBC037_Session02_2024AUG30__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=172617.277; examples=[172406.4392179, 0.0, 1.0, 172406.4504156, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.487632; max=201.487632; examples=[201.487632295987]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.016548696; max=0.016548696; examples=[0.0165486960002454]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=172617.279; max=172617.279; examples=[172617.2791001]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.016548696; max=0.016548696; examples=[0.0165486960002454]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=172406.433; max=172617.265; examples=[172406.4326637, 172407.3694116, 172408.3062991, 172409.2434104, 172410.1803698]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=172617.277; examples=[172406.4392179, 0.0, 1.0, 172406.4504156, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC037_Session02_2024AUG30/SUBC037_Session02_2024AUG30_matlab/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016548696; max=0.016548696; examples=[0.0165486960002454]	display/Psychtoolbox timing; not physiology sampling frequency
